minutes,tripId,route,DAY,expressArrivalTime,destArrivalTime,decision
954,092300_2..S01R,express,Tuesday,1458677422,1458677842,False
954,092950_2..S01R,express,Tuesday,1458677836,1458678286,False
954,093800_2..S01R,express,Tuesday,1458678181,1458678631,False
954,094450_2..S01R,express,Tuesday,1458678507,1458678957,False
954,095250_2..S01R,express,Tuesday,1458678992,1458679442,False
954,094400_3..S01R,express,Tuesday,1458676472,1458677162,False
954,095300_3..S01R,express,Tuesday,1458677175,1458677595,False
955,092900_1..S02R,local,Tuesday,1458676448,1458677168,True
955,093400_1..S02R,local,Tuesday,1458676893,1458677583,True
955,093900_1..S02R,local,Tuesday,1458677107,1458677797,True
955,094400_1..S02R,local,Tuesday,1458677418,1458678108,True
955,094900_1..S02R,local,Tuesday,1458677584,1458678274,True
955,095400_1..S07R,local,Tuesday,1458677911,1458678601,True
955,090550_2..S01R,express,Tuesday,1458676852,1458677272,False
955,091350_2..S01R,express,Tuesday,1458677039,1458677459,False
955,092300_2..S01R,express,Tuesday,1458677460,1458677880,False
955,092950_2..S01R,express,Tuesday,1458677848,1458678298,False
955,093800_2..S01R,express,Tuesday,1458678181,1458678631,False
955,094450_2..S01R,express,Tuesday,1458678468,1458678918,False
955,095250_2..S01R,express,Tuesday,1458678967,1458679417,False
955,094400_3..S01R,express,Tuesday,1458676504,1458677162,False
955,095300_3..S01R,express,Tuesday,1458677160,1458677580,False
956,093400_1..S02R,local,Tuesday,1458676893,1458677583,True
956,093900_1..S02R,local,Tuesday,1458677107,1458677797,True
956,094400_1..S02R,local,Tuesday,1458677433,1458678123,True
956,094900_1..S02R,local,Tuesday,1458677584,1458678274,True
956,095400_1..S07R,local,Tuesday,1458677891,1458678581,True
956,095650_1..S02R,local,Tuesday,1458678131,1458678821,True
956,090550_2..S01R,express,Tuesday,1458676876,1458677296,False
956,091350_2..S01R,express,Tuesday,1458677005,1458677425,False
956,092300_2..S01R,express,Tuesday,1458677414,1458677834,False
956,092950_2..S01R,express,Tuesday,1458677848,1458678298,False
956,093800_2..S01R,express,Tuesday,1458678257,1458678707,False
956,094450_2..S01R,express,Tuesday,1458678470,1458678920,False
956,095250_2..S01R,express,Tuesday,1458678967,1458679417,False
956,094400_3..S01R,express,Tuesday,1458676546,1458677162,False
956,095300_3..S01R,express,Tuesday,1458677160,1458677580,False
957,093400_1..S02R,local,Tuesday,1458676860,1458677550,False
957,093900_1..S02R,local,Tuesday,1458677122,1458677812,False
957,094400_1..S02R,local,Tuesday,1458677431,1458678121,False
957,094900_1..S02R,local,Tuesday,1458677723,1458678413,False
957,095400_1..S07R,local,Tuesday,1458677901,1458678591,False
957,095650_1..S02R,local,Tuesday,1458678138,1458678828,False
957,090550_2..S01R,express,Tuesday,1458676659,1458677315,False
957,091350_2..S01R,express,Tuesday,1458677002,1458677422,False
957,092300_2..S01R,express,Tuesday,1458677472,1458677892,False
957,092950_2..S01R,express,Tuesday,1458677842,1458678292,False
957,093800_2..S01R,express,Tuesday,1458678263,1458678713,False
957,094450_2..S01R,express,Tuesday,1458678467,1458678917,False
957,095250_2..S01R,express,Tuesday,1458679005,1458679455,False
957,094400_3..S01R,express,Tuesday,1458676662,1458677171,False
957,095300_3..S01R,express,Tuesday,1458677161,1458677581,False
958,093400_1..S02R,local,Tuesday,1458676879,1458677569,True
958,093900_1..S02R,local,Tuesday,1458677110,1458677800,True
958,094400_1..S02R,local,Tuesday,1458677421,1458678111,True
958,094900_1..S02R,local,Tuesday,1458677703,1458678393,True
958,095400_1..S07R,local,Tuesday,1458677915,1458678605,True
958,095650_1..S02R,local,Tuesday,1458678121,1458678811,True
958,090550_2..S01R,express,Tuesday,1458676700,1458677315,False
958,091350_2..S01R,express,Tuesday,1458677017,1458677437,False
958,092300_2..S01R,express,Tuesday,1458677472,1458677892,False
958,092950_2..S01R,express,Tuesday,1458677854,1458678304,False
958,093800_2..S01R,express,Tuesday,1458678291,1458678741,False
958,094450_2..S01R,express,Tuesday,1458678467,1458678917,False
958,095250_2..S01R,express,Tuesday,1458678996,1458679446,False
958,094400_3..S01R,express,Tuesday,1458676685,1458677135,False
958,095300_3..S01R,express,Tuesday,1458677129,1458677549,False
959,093400_1..S02R,local,Tuesday,1458676886,1458677576,True
959,093900_1..S02R,local,Tuesday,1458677121,1458677811,True
959,094400_1..S02R,local,Tuesday,1458677435,1458678125,True
959,094900_1..S02R,local,Tuesday,1458677710,1458678400,True
959,095400_1..S07R,local,Tuesday,1458677936,1458678626,True
959,095650_1..S02R,local,Tuesday,1458678112,1458678802,True
959,090550_2..S01R,express,Tuesday,1458676752,1458677315,False
959,091350_2..S01R,express,Tuesday,1458676780,1458677452,False
959,092300_2..S01R,express,Tuesday,1458677306,1458677726,False
959,092950_2..S01R,express,Tuesday,1458677874,1458678324,False
959,093800_2..S01R,express,Tuesday,1458678258,1458678708,False
959,094450_2..S01R,express,Tuesday,1458678467,1458678917,False
959,095250_2..S01R,express,Tuesday,1458679000,1458679450,False
959,095950_2..S01R,express,Tuesday,1458679457,1458679907,False
959,095300_3..S01R,express,Tuesday,1458677137,1458677557,False
961,093400_1..S02R,local,Tuesday,1458676854,1458677584,True
961,093900_1..S02R,local,Tuesday,1458677080,1458677770,True
961,094400_1..S02R,local,Tuesday,1458677413,1458678103,True
961,094900_1..S02R,local,Tuesday,1458677731,1458678421,True
961,095400_1..S07R,local,Tuesday,1458677924,1458678614,True
961,095650_1..S02R,local,Tuesday,1458678126,1458678816,True
961,096100_1..S02R,local,Tuesday,1458678426,1458679116,True
961,090550_2..S01R,express,Tuesday,1458676844,1458677294,False
961,091350_2..S01R,express,Tuesday,1458676851,1458677452,False
961,092300_2..S01R,express,Tuesday,1458677265,1458677685,False
961,092950_2..S01R,express,Tuesday,1458677862,1458678312,False
961,093800_2..S01R,express,Tuesday,1458678253,1458678703,False
961,094450_2..S01R,express,Tuesday,1458678600,1458679050,False
961,095250_2..S01R,express,Tuesday,1458679020,1458679470,False
961,095950_2..S01R,express,Tuesday,1458679481,1458679931,False
961,095300_3..S01R,express,Tuesday,1458677155,1458677575,False
961,093400_1..S02R,local,Tuesday,1458676860,1458677580,True
961,093900_1..S02R,local,Tuesday,1458677077,1458677767,True
961,094400_1..S02R,local,Tuesday,1458677427,1458678117,True
961,095400_1..S07R,local,Tuesday,1458677939,1458678629,True
961,095650_1..S02R,local,Tuesday,1458678130,1458678820,True
961,096100_1..S02R,local,Tuesday,1458678410,1458679100,True
961,091350_2..S01R,express,Tuesday,1458676892,1458677452,False
961,092300_2..S01R,express,Tuesday,1458677293,1458677713,False
961,092950_2..S01R,express,Tuesday,1458677879,1458678329,False
961,093800_2..S01R,express,Tuesday,1458678272,1458678722,False
961,095250_2..S01R,express,Tuesday,1458678997,1458679447,False
961,095950_2..S01R,express,Tuesday,1458679460,1458679910,False
961,096100_3..S01R,express,Tuesday,1458677703,1458678123,False
962,093900_1..S02R,local,Tuesday,1458677098,1458677788,True
962,094400_1..S02R,local,Tuesday,1458677427,1458678117,True
962,094900_1..S02R,local,Tuesday,1458677727,1458678417,True
962,095400_1..S07R,local,Tuesday,1458677940,1458678630,True
962,095650_1..S02R,local,Tuesday,1458678148,1458678838,True
962,096100_1..S02R,local,Tuesday,1458678405,1458679095,True
962,091350_2..S01R,express,Tuesday,1458676960,1458677458,False
962,092300_2..S01R,express,Tuesday,1458677294,1458677714,False
962,092950_2..S01R,express,Tuesday,1458677851,1458678301,False
962,093800_2..S01R,express,Tuesday,1458678257,1458678707,False
962,094450_2..S01R,express,Tuesday,1458678663,1458679113,False
962,095250_2..S01R,express,Tuesday,1458678976,1458679426,False
962,095950_2..S01R,express,Tuesday,1458679466,1458679916,False
962,095300_3..S01R,express,Tuesday,1458676953,1458677599,False
962,096100_3..S01R,express,Tuesday,1458677646,1458678066,False
964,093900_1..S02R,local,Tuesday,1458677040,1458677802,True
964,094400_1..S02R,local,Tuesday,1458677427,1458678117,True
964,094900_1..S02R,local,Tuesday,1458677732,1458678422,True
964,095400_1..S07R,local,Tuesday,1458677942,1458678632,True
964,095650_1..S02R,local,Tuesday,1458678149,1458678839,True
964,096100_1..S02R,local,Tuesday,1458678394,1458679084,True
964,092300_2..S01R,express,Tuesday,1458677036,1458677726,False
964,092950_2..S01R,express,Tuesday,1458677851,1458678301,False
964,093800_2..S01R,express,Tuesday,1458678283,1458678733,False
964,094450_2..S01R,express,Tuesday,1458678690,1458679140,False
964,095250_2..S01R,express,Tuesday,1458678992,1458679442,False
964,095950_2..S01R,express,Tuesday,1458679481,1458679931,False
964,095300_3..S01R,express,Tuesday,1458677026,1458677599,False
964,096100_3..S01R,express,Tuesday,1458677609,1458678029,False
964,093900_1..S02R,local,Tuesday,1458677052,1458677772,True
964,092300_2..S01R,express,Tuesday,1458677075,1458677726,False
964,092950_2..S01R,express,Tuesday,1458677928,1458678378,False
964,093800_2..S01R,express,Tuesday,1458678275,1458678725,False
964,094450_2..S01R,express,Tuesday,1458678695,1458679145,False
964,095250_2..S01R,express,Tuesday,1458678965,1458679415,False
964,095950_2..S01R,express,Tuesday,1458679475,1458679925,False
964,095300_3..S01R,express,Tuesday,1458677070,1458677599,False
964,096100_3..S01R,express,Tuesday,1458677621,1458678041,False
966,093900_1..S02R,local,Tuesday,1458677052,1458677772,False
966,094400_1..S02R,local,Tuesday,1458677394,1458678084,False
966,094900_1..S02R,local,Tuesday,1458677725,1458678415,False
966,095400_1..S07R,local,Tuesday,1458677925,1458678615,False
966,095650_1..S02R,local,Tuesday,1458678151,1458678841,False
966,096100_1..S02R,local,Tuesday,1458678402,1458679092,False
966,096650_1..S07R,local,Tuesday,1458678646,1458679336,False
966,092300_2..S01R,express,Tuesday,1458677147,1458677726,False
966,092950_2..S01R,express,Tuesday,1458677938,1458678388,False
966,093800_2..S01R,express,Tuesday,1458678299,1458678749,False
966,094450_2..S01R,express,Tuesday,1458678722,1458679172,False
966,095250_2..S01R,express,Tuesday,1458678983,1458679433,False
966,095950_2..S01R,express,Tuesday,1458679481,1458679931,False
966,095300_3..S01R,express,Tuesday,1458677110,1458677557,False
966,096100_3..S01R,express,Tuesday,1458677583,1458678003,False
966,094400_1..S02R,local,Tuesday,1458677391,1458678081,False
966,094900_1..S02R,local,Tuesday,1458677705,1458678395,False
966,095400_1..S07R,local,Tuesday,1458677940,1458678630,False
966,095650_1..S02R,local,Tuesday,1458678165,1458678855,False
966,096100_1..S02R,local,Tuesday,1458678415,1458679105,False
966,096650_1..S07R,local,Tuesday,1458678629,1458679319,False
966,092300_2..S01R,express,Tuesday,1458677192,1458677726,False
966,092950_2..S01R,express,Tuesday,1458677969,1458678419,False
966,093800_2..S01R,express,Tuesday,1458678319,1458678769,False
966,094450_2..S01R,express,Tuesday,1458678692,1458679142,False
966,095950_2..S01R,express,Tuesday,1458679501,1458679951,False
966,096100_3..S01R,express,Tuesday,1458677605,1458678025,False
968,094400_1..S02R,local,Tuesday,1458677420,1458678110,True
968,094900_1..S02R,local,Tuesday,1458677723,1458678413,True
968,095400_1..S07R,local,Tuesday,1458677949,1458678639,True
968,095650_1..S02R,local,Tuesday,1458678153,1458678843,True
968,096100_1..S02R,local,Tuesday,1458678431,1458679121,True
968,096650_1..S07R,local,Tuesday,1458678617,1458679307,True
968,092300_2..S01R,express,Tuesday,1458677231,1458677681,False
968,092950_2..S01R,express,Tuesday,1458677997,1458678447,False
968,093800_2..S01R,express,Tuesday,1458678305,1458678755,False
968,094450_2..S01R,express,Tuesday,1458678711,1458679161,False
968,095250_2..S01R,express,Tuesday,1458679029,1458679479,False
968,095950_2..S01R,express,Tuesday,1458679480,1458679930,False
968,096700_2..S01R,express,Tuesday,1458679823,1458680273,False
968,096100_3..S01R,express,Tuesday,1458677600,1458678020,False
969,094400_1..S02R,local,Tuesday,1458677350,1458678130,False
969,094900_1..S02R,local,Tuesday,1458677718,1458678408,False
969,095400_1..S07R,local,Tuesday,1458677926,1458678616,False
969,095650_1..S02R,local,Tuesday,1458678157,1458678847,False
969,096100_1..S02R,local,Tuesday,1458678417,1458679107,False
969,096650_1..S07R,local,Tuesday,1458678628,1458679318,False
969,092950_2..S01R,express,Tuesday,1458678036,1458678486,False
969,093800_2..S01R,express,Tuesday,1458678289,1458678739,False
969,094450_2..S01R,express,Tuesday,1458678696,1458679146,False
969,095250_2..S01R,express,Tuesday,1458679029,1458679479,False
969,095950_2..S01R,express,Tuesday,1458679474,1458679924,False
969,096700_2..S01R,express,Tuesday,1458679820,1458680270,False
969,096100_3..S01R,express,Tuesday,1458677347,1458678029,False
969,094400_1..S02R,local,Tuesday,1458677381,1458678111,False
969,094900_1..S02R,local,Tuesday,1458677668,1458678358,False
969,095400_1..S07R,local,Tuesday,1458677939,1458678629,False
969,096100_1..S02R,local,Tuesday,1458678435,1458679125,False
969,096650_1..S07R,local,Tuesday,1458678624,1458679314,False
969,092950_2..S01R,express,Tuesday,1458678061,1458678511,False
969,093800_2..S01R,express,Tuesday,1458678288,1458678738,False
969,095950_2..S01R,express,Tuesday,1458679490,1458679940,False
969,096700_2..S01R,express,Tuesday,1458679838,1458680288,False
969,096100_3..S01R,express,Tuesday,1458677380,1458678029,False
971,094900_1..S02R,local,Tuesday,1458677691,1458678381,True
971,095400_1..S07R,local,Tuesday,1458677920,1458678610,True
971,095650_1..S02R,local,Tuesday,1458678167,1458678857,True
971,096100_1..S02R,local,Tuesday,1458678428,1458679118,True
971,096650_1..S07R,local,Tuesday,1458678635,1458679325,True
971,096900_1..S02R,local,Tuesday,1458678977,1458679667,True
971,092950_2..S01R,express,Tuesday,1458678005,1458678455,False
971,093800_2..S01R,express,Tuesday,1458678314,1458678764,False
971,094450_2..S01R,express,Tuesday,1458678678,1458679128,False
971,095250_2..S01R,express,Tuesday,1458679162,1458679612,False
971,095950_2..S01R,express,Tuesday,1458679471,1458679921,False
971,096700_2..S01R,express,Tuesday,1458679829,1458680279,False
971,096100_3..S01R,express,Tuesday,1458677463,1458678029,False
971,096800_3..S01R,express,Tuesday,1458678202,1458678652,False
971,094900_1..S02R,local,Tuesday,1458677688,1458678378,True
971,095400_1..S07R,local,Tuesday,1458677948,1458678638,True
971,095650_1..S02R,local,Tuesday,1458678184,1458678874,True
971,096100_1..S02R,local,Tuesday,1458678417,1458679107,True
971,096650_1..S07R,local,Tuesday,1458678646,1458679336,True
971,096900_1..S02R,local,Tuesday,1458678992,1458679682,True
971,092950_2..S01R,express,Tuesday,1458678027,1458678477,False
971,093800_2..S01R,express,Tuesday,1458678328,1458678778,False
971,094450_2..S01R,express,Tuesday,1458678694,1458679144,False
971,095250_2..S01R,express,Tuesday,1458679169,1458679619,False
971,096700_2..S01R,express,Tuesday,1458679827,1458680277,False
971,096100_3..S01R,express,Tuesday,1458677491,1458678029,False
971,096800_3..S01R,express,Tuesday,1458678188,1458678638,False
973,094900_1..S02R,local,Tuesday,1458677712,1458678402,True
973,095400_1..S07R,local,Tuesday,1458677951,1458678641,True
973,095650_1..S02R,local,Tuesday,1458678166,1458678856,True
973,096100_1..S02R,local,Tuesday,1458678434,1458679124,True
973,096650_1..S07R,local,Tuesday,1458678634,1458679324,True
973,096900_1..S02R,local,Tuesday,1458678975,1458679665,True
973,092950_2..S01R,express,Tuesday,1458677984,1458678434,False
973,093800_2..S01R,express,Tuesday,1458678333,1458678783,False
973,094450_2..S01R,express,Tuesday,1458678718,1458679168,False
973,095250_2..S01R,express,Tuesday,1458679196,1458679646,False
973,095950_2..S01R,express,Tuesday,1458679467,1458679917,False
973,096700_2..S01R,express,Tuesday,1458679827,1458680277,False
973,097300_2..S01R,express,Tuesday,1458680190,1458680640,False
973,096100_3..S01R,express,Tuesday,1458677554,1458678004,False
973,096800_3..S01R,express,Tuesday,1458678202,1458678652,False
973,094900_1..S02R,local,Tuesday,1458677610,1458678420,True
973,095650_1..S02R,local,Tuesday,1458678182,1458678872,True
973,096100_1..S02R,local,Tuesday,1458678415,1458679105,True
973,096650_1..S07R,local,Tuesday,1458678688,1458679378,True
973,096900_1..S02R,local,Tuesday,1458678992,1458679682,True
973,097300_1..S02R,local,Tuesday,1458679174,1458679864,True
973,092950_2..S01R,express,Tuesday,1458678001,1458678451,False
973,093800_2..S01R,express,Tuesday,1458678361,1458678811,False
973,095250_2..S01R,express,Tuesday,1458679163,1458679613,False
973,097300_2..S01R,express,Tuesday,1458680188,1458680638,False
973,096800_3..S01R,express,Tuesday,1458678179,1458678629,False
975,094900_1..S02R,local,Tuesday,1458677667,1458678387,False
975,095400_1..S07R,local,Tuesday,1458677914,1458678604,False
975,095650_1..S02R,local,Tuesday,1458678161,1458678851,False
975,096100_1..S02R,local,Tuesday,1458678424,1458679114,False
975,096650_1..S07R,local,Tuesday,1458678669,1458679359,False
975,096900_1..S02R,local,Tuesday,1458678983,1458679673,False
975,097300_1..S02R,local,Tuesday,1458679159,1458679849,False
975,092950_2..S01R,express,Tuesday,1458677992,1458678442,False
975,093800_2..S01R,express,Tuesday,1458678392,1458678842,False
975,094450_2..S01R,express,Tuesday,1458678721,1458679171,False
975,095250_2..S01R,express,Tuesday,1458679185,1458679635,False
975,095950_2..S01R,express,Tuesday,1458679467,1458679917,False
975,096700_2..S01R,express,Tuesday,1458679823,1458680273,False
975,097300_2..S01R,express,Tuesday,1458680182,1458680632,False
975,096800_3..S01R,express,Tuesday,1458678194,1458678644,False
976,095400_1..S07R,local,Tuesday,1458677927,1458678617,True
976,095650_1..S02R,local,Tuesday,1458678164,1458678854,True
976,096100_1..S02R,local,Tuesday,1458678433,1458679123,True
976,096650_1..S07R,local,Tuesday,1458678675,1458679365,True
976,096900_1..S02R,local,Tuesday,1458678998,1458679688,True
976,097300_1..S02R,local,Tuesday,1458679148,1458679838,True
976,092950_2..S01R,express,Tuesday,1458677762,1458678464,False
976,093800_2..S01R,express,Tuesday,1458678333,1458678783,False
976,094450_2..S01R,express,Tuesday,1458678741,1458679191,False
976,095250_2..S01R,express,Tuesday,1458679174,1458679624,False
976,095950_2..S01R,express,Tuesday,1458679521,1458679971,False
976,096700_2..S01R,express,Tuesday,1458679812,1458680262,False
976,097300_2..S01R,express,Tuesday,1458680170,1458680620,False
976,096800_3..S01R,express,Tuesday,1458678168,1458678618,False
976,097500_3..S01R,express,Tuesday,1458678525,1458678975,False
976,095400_1..S07R,local,Tuesday,1458677931,1458678621,True
976,095650_1..S02R,local,Tuesday,1458678179,1458678869,True
976,096100_1..S02R,local,Tuesday,1458678410,1458679100,True
976,096650_1..S07R,local,Tuesday,1458678692,1458679382,True
976,097300_1..S02R,local,Tuesday,1458679125,1458679815,True
976,092950_2..S01R,express,Tuesday,1458677789,1458678464,False
976,094450_2..S01R,express,Tuesday,1458678695,1458679145,False
976,096700_2..S01R,express,Tuesday,1458679824,1458680274,False
976,096800_3..S01R,express,Tuesday,1458678153,1458678603,False
976,097500_3..S01R,express,Tuesday,1458678486,1458678936,False
978,095400_1..S07R,local,Tuesday,1458677875,1458678605,False
978,095650_1..S02R,local,Tuesday,1458678122,1458678812,False
978,096100_1..S02R,local,Tuesday,1458678424,1458679114,False
978,096650_1..S07R,local,Tuesday,1458678673,1458679363,False
978,096900_1..S02R,local,Tuesday,1458679029,1458679719,False
978,097300_1..S02R,local,Tuesday,1458679129,1458679819,False
978,097700_1..S02R,local,Tuesday,1458679426,1458680116,False
978,092950_2..S01R,express,Tuesday,1458677862,1458678464,False
978,093800_2..S01R,express,Tuesday,1458678315,1458678765,False
978,094450_2..S01R,express,Tuesday,1458678719,1458679169,False
978,095250_2..S01R,express,Tuesday,1458679168,1458679618,False
978,095950_2..S01R,express,Tuesday,1458679608,1458680058,False
978,096700_2..S01R,express,Tuesday,1458679787,1458680237,False
978,097300_2..S01R,express,Tuesday,1458680182,1458680632,False
978,096800_3..S01R,express,Tuesday,1458678158,1458678608,False
978,097500_3..S01R,express,Tuesday,1458678493,1458678943,False
979,095400_1..S07R,local,Tuesday,1458677881,1458678601,True
979,095650_1..S02R,local,Tuesday,1458678135,1458678825,True
979,096100_1..S02R,local,Tuesday,1458678403,1458679093,True
979,096650_1..S07R,local,Tuesday,1458678687,1458679377,True
979,096900_1..S02R,local,Tuesday,1458679016,1458679706,True
979,097300_1..S02R,local,Tuesday,1458679150,1458679840,True
979,097700_1..S02R,local,Tuesday,1458679442,1458680132,True
979,092950_2..S01R,express,Tuesday,1458677942,1458678422,False
979,093800_2..S01R,express,Tuesday,1458678333,1458678783,False
979,094450_2..S01R,express,Tuesday,1458678696,1458679146,False
979,095250_2..S01R,express,Tuesday,1458679189,1458679639,False
979,095950_2..S01R,express,Tuesday,1458679658,1458680108,False
979,096700_2..S01R,express,Tuesday,1458679810,1458680260,False
979,097300_2..S01R,express,Tuesday,1458680176,1458680626,False
979,097900_2..S01R,express,Tuesday,1458680569,1458681019,False
979,096800_3..S01R,express,Tuesday,1458677946,1458678624,False
979,097500_3..S01R,express,Tuesday,1458678507,1458678957,False
980,095650_1..S02R,local,Tuesday,1458678156,1458678846,False
980,096100_1..S02R,local,Tuesday,1458678443,1458679133,False
980,096650_1..S07R,local,Tuesday,1458678679,1458679369,False
980,096900_1..S02R,local,Tuesday,1458679028,1458679718,False
980,097300_1..S02R,local,Tuesday,1458679164,1458679854,False
980,097700_1..S02R,local,Tuesday,1458679467,1458680157,False
980,093800_2..S01R,express,Tuesday,1458678319,1458678769,False
980,094450_2..S01R,express,Tuesday,1458678723,1458679173,False
980,095250_2..S01R,express,Tuesday,1458679207,1458679657,False
980,095950_2..S01R,express,Tuesday,1458679673,1458680123,False
980,096700_2..S01R,express,Tuesday,1458679795,1458680245,False
980,097300_2..S01R,express,Tuesday,1458680190,1458680640,False
980,097900_2..S01R,express,Tuesday,1458680548,1458680998,False
980,096800_3..S01R,express,Tuesday,1458677995,1458678624,False
980,097500_3..S01R,express,Tuesday,1458678520,1458678970,False
